fid,cat,ptt,Date,species,kode,bathy,cluster,distance
"199","199",141254,2016/02/04 00:00:00,P.glauca,2016-02-04_141254,-5288.43570115831,3,"638691"
"200","200",141256,2016/02/01 00:00:00,P.glauca,2016-02-01_141256,-4917.85986328125,3,"455814"
"201","201",141256,2016/02/02 00:00:00,P.glauca,2016-02-02_141256,-4800.22998046875,1,"471048"
"202","202",141256,2016/02/04 00:00:00,P.glauca,2016-02-04_141256,-4802.49837239583,5,"464342"
"203","203",141256,2016/02/06 00:00:00,P.glauca,2016-02-06_141256,-4992.86336263021,1,"482887"
"204","204",141256,2016/02/07 00:00:00,P.glauca,2016-02-07_141256,-5340.35009765625,5,"491146"
"205","205",141256,2016/02/08 00:00:00,P.glauca,2016-02-08_141256,-5417.77001953125,5,"540337"
"206","206",141256,2016/02/09 00:00:00,P.glauca,2016-02-09_141256,-5426.19482421875,2,"576738"
"207","207",141256,2016/02/11 00:00:00,P.glauca,2016-02-11_141256,-5357.70606780249,5,"561087"
"208","208",141256,2016/02/13 00:00:00,P.glauca,2016-02-13_141256,-5190.01126195791,5,"560577"
"209","209",141256,2016/02/16 00:00:00,P.glauca,2016-02-16_141256,-4939.93488735335,5,"595108"
"210","210",141256,2016/02/21 00:00:00,P.glauca,2016-02-21_141256,-5217.72908925677,5,"644153"
"211","211",141257,2016/02/02 00:00:00,I.oxyrinchus,2016-02-02_141257,-1227.68606796687,1,"3756"
"212","212",141257,2016/02/12 00:00:00,I.oxyrinchus,2016-02-12_141257,-1815.49310736223,1,"23916"
"213","213",141257,2016/02/17 00:00:00,I.oxyrinchus,2016-02-17_141257,-1783.87037981881,2,"32635"
"214","214",141257,2016/02/19 00:00:00,I.oxyrinchus,2016-02-19_141257,-1451.28915574906,2,"10188"
"215","215",141257,2016/02/22 00:00:00,I.oxyrinchus,2016-02-22_141257,-1326.48285661425,1,"8728"
"216","216",141257,2016/02/24 00:00:00,I.oxyrinchus,2016-02-24_141257,-2807.84997558594,4,"87327"
"217","217",141257,2016/02/26 00:00:00,I.oxyrinchus,2016-02-26_141257,-1818.34552674627,2,"48389"
"218","218",141257,2016/02/27 00:00:00,I.oxyrinchus,2016-02-27_141257,-1130.03634991316,2,"7689"
"219","219",141259,2016/02/03 00:00:00,P.glauca,2016-02-03_141259,-5571.43017578125,4,"786202"
"220","220",141259,2016/02/09 00:00:00,P.glauca,2016-02-09_141259,-5206.490234375,3,"338364"
"221","221",141259,2016/02/11 00:00:00,P.glauca,2016-02-11_141259,-4211.81494140625,3,"280397"
"222","222",141259,2016/02/12 00:00:00,P.glauca,2016-02-12_141259,-3791.57995605469,3,"263963"
"223","223",141259,2016/02/14 00:00:00,P.glauca,2016-02-14_141259,-4164.76000976562,3,"333406"
"224","224",141259,2016/02/16 00:00:00,P.glauca,2016-02-16_141259,-4343.43001302083,3,"406186"
"225","225",141259,2016/02/17 00:00:00,P.glauca,2016-02-17_141259,-4105.47352294922,3,"414028"
"226","226",141259,2016/02/18 00:00:00,P.glauca,2016-02-18_141259,-4254.90494791667,3,"463016"
"227","227",141259,2016/02/23 00:00:00,P.glauca,2016-02-23_141259,-4716.78328450521,3,"382114"
"228","228",141259,2016/02/24 00:00:00,P.glauca,2016-02-24_141259,-4792.70751953125,4,"349188"
"229","229",141259,2016/02/26 00:00:00,P.glauca,2016-02-26_141259,-4138.52661132812,3,"208076"
"230","230",141257,2016/03/02 00:00:00,I.oxyrinchus,2016-03-02_141257,-2694.61010742188,1,"72996"
"231","231",141257,2016/03/03 00:00:00,I.oxyrinchus,2016-03-03_141257,-2815.61010742188,1,"87149"
"232","232",141257,2016/03/08 00:00:00,I.oxyrinchus,2016-03-08_141257,-1926.25,5,"30052"
"233","233",141257,2016/03/11 00:00:00,I.oxyrinchus,2016-03-11_141257,-2183.65991210938,5,"35908"
"234","234",141257,2016/03/13 00:00:00,I.oxyrinchus,2016-03-13_141257,-1605.07995605469,1,"10724"
"235","235",141257,2016/03/16 00:00:00,I.oxyrinchus,2016-03-16_141257,-1911.90002441406,4,"16213"
"236","236",141257,2016/03/26 00:00:00,I.oxyrinchus,2016-03-26_141257,-1719.61015442439,4,"29381"
"237","237",141257,2016/03/30 00:00:00,I.oxyrinchus,2016-03-30_141257,-2658.13989257812,5,"72791"
"238","238",141257,2016/03/31 00:00:00,I.oxyrinchus,2016-03-31_141257,-2732.56005859375,4,"84152"
"239","239",141259,2016/03/19 00:00:00,P.glauca,2016-03-19_141259,-4700.5877875434,4,"648641"
"240","240",141259,2016/03/23 00:00:00,P.glauca,2016-03-23_141259,-4789.70990728022,4,"606117"
"241","241",141259,2016/03/24 00:00:00,P.glauca,2016-03-24_141259,-4763.92006835938,3,"613628"
"242","242",141259,2016/03/28 00:00:00,P.glauca,2016-03-28_141259,-4527.53980712891,2,"453341"
"243","243",141259,2016/03/29 00:00:00,P.glauca,2016-03-29_141259,-4502.48516644488,4,"449062"
"244","244",141259,2016/03/30 00:00:00,P.glauca,2016-03-30_141259,-4566.9443359375,2,"465183"
"245","245",141257,2016/04/03 00:00:00,I.oxyrinchus,2016-04-03_141257,-3142.52001953125,1,"134319"
"246","246",141257,2016/04/04 00:00:00,I.oxyrinchus,2016-04-04_141257,-3491.02001953125,1,"194235"
"247","247",141257,2016/04/05 00:00:00,I.oxyrinchus,2016-04-05_141257,-3995.18354724702,5,"272718"
"248","248",141257,2016/04/08 00:00:00,I.oxyrinchus,2016-04-08_141257,-4219.25651886769,5,"345803"
"249","249",141257,2016/04/10 00:00:00,I.oxyrinchus,2016-04-10_141257,-3706.76796545604,5,"239143"
"250","250",141259,2016/04/01 00:00:00,P.glauca,2016-04-01_141259,-4817.18001302083,4,"502874"
"251","251",141259,2016/04/04 00:00:00,P.glauca,2016-04-04_141259,-3922.88250732422,2,"368325"
"252","252",141259,2016/04/07 00:00:00,P.glauca,2016-04-07_141259,-4348.72910039993,2,"334126"
"253","253",133016,2016/09/22 00:00:00,P.glauca,2016-09-22_133016,-3361.67992873419,2,"114397"
"254","254",133016,2016/09/26 00:00:00,P.glauca,2016-09-26_133016,-2974.52503001035,2,"80119"
"255","255",133016,2016/09/27 00:00:00,P.glauca,2016-09-27_133016,-2746.0768895633,2,"64414"
"256","256",133016,2016/09/29 00:00:00,P.glauca,2016-09-29_133016,-2219.69743777212,3,"44823"
"257","257",133021,2016/09/14 00:00:00,P.glauca,2016-09-14_133021,-2168.53002929688,2,"41596"
"258","258",133021,2016/09/15 00:00:00,P.glauca,2016-09-15_133021,-3579.10009765625,2,"109302"
"259","259",133021,2016/09/16 00:00:00,P.glauca,2016-09-16_133021,-4519.67120361328,4,"182568"
"260","260",133021,2016/09/17 00:00:00,P.glauca,2016-09-17_133021,-4778.2998046875,4,"211900"
"261","261",133021,2016/09/18 00:00:00,P.glauca,2016-09-18_133021,-4486.08251953125,1,"169151"
"262","262",133021,2016/09/19 00:00:00,P.glauca,2016-09-19_133021,-4334.02669270833,1,"152664"
"263","263",133021,2016/09/20 00:00:00,P.glauca,2016-09-20_133021,-4067.55110677083,1,"156948"
"264","264",133021,2016/09/22 00:00:00,P.glauca,2016-09-22_133021,-2683.25,2,"34579"
"265","265",133021,2016/09/23 00:00:00,P.glauca,2016-09-23_133021,-2391.54504394531,2,"17642"
"266","266",133021,2016/09/25 00:00:00,P.glauca,2016-09-25_133021,-3317.63500976562,3,"99681"
"267","267",133021,2016/09/28 00:00:00,P.glauca,2016-09-28_133021,-3575.81994628906,2,"122901"
"268","268",133021,2016/09/30 00:00:00,P.glauca,2016-09-30_133021,-3632.99249267578,2,"105142"
"269","269",141247,2016/09/11 00:00:00,P.glauca,2016-09-11_141247,-2058.38751220703,5,"14765"
"270","270",141247,2016/09/12 00:00:00,P.glauca,2016-09-12_141247,-3618.88989257812,2,"99391"
"271","271",141247,2016/09/13 00:00:00,P.glauca,2016-09-13_141247,-3771.96997070312,2,"164833"
"272","272",141247,2016/09/14 00:00:00,P.glauca,2016-09-14_141247,-3876.73999023438,2,"184044"
"273","273",141247,2016/09/15 00:00:00,P.glauca,2016-09-15_141247,-4500.7998046875,2,"241966"
"274","274",141247,2016/09/16 00:00:00,P.glauca,2016-09-16_141247,-4707.169921875,2,"275254"
"275","275",141247,2016/09/17 00:00:00,P.glauca,2016-09-17_141247,-4747.26501464844,2,"275367"
"276","276",141247,2016/09/18 00:00:00,P.glauca,2016-09-18_141247,-4530.10986328125,2,"173383"
"277","277",141247,2016/09/19 00:00:00,P.glauca,2016-09-19_141247,-4206.55004882812,2,"115421"
"278","278",141247,2016/09/20 00:00:00,P.glauca,2016-09-20_141247,-4209.83829752604,2,"123446"
"279","279",141247,2016/09/21 00:00:00,P.glauca,2016-09-21_141247,-4634.20825195312,2,"185289"
"280","280",141247,2016/09/22 00:00:00,P.glauca,2016-09-22_141247,-4731.8076171875,2,"214815"
"281","281",141247,2016/09/23 00:00:00,P.glauca,2016-09-23_141247,-4620.01999511719,2,"241334"
"282","282",141247,2016/09/24 00:00:00,P.glauca,2016-09-24_141247,-4098.41015625,2,"254300"
"283","283",141247,2016/09/25 00:00:00,P.glauca,2016-09-25_141247,-4296.26334635417,4,"274193"
"284","284",141247,2016/09/26 00:00:00,P.glauca,2016-09-26_141247,-4516.35498046875,2,"274084"
"285","285",141247,2016/09/27 00:00:00,P.glauca,2016-09-27_141247,-4277.67993164062,2,"201283"
"286","286",141247,2016/09/28 00:00:00,P.glauca,2016-09-28_141247,-3914.76776801215,2,"155887"
"287","287",141247,2016/09/29 00:00:00,P.glauca,2016-09-29_141247,-3891.71834309896,2,"163124"
"288","288",141247,2016/09/30 00:00:00,P.glauca,2016-09-30_141247,-3935.88500976562,2,"143156"
"289","289",141255,2016/09/18 00:00:00,P.glauca,2016-09-18_141255,-2215.60565185547,1,"18196"
"290","290",141255,2016/09/20 00:00:00,P.glauca,2016-09-20_141255,-1010.87498474121,1,"1710"
"291","291",141255,2016/09/23 00:00:00,P.glauca,2016-09-23_141255,-2723.14990234375,2,"30413"
"292","292",154096,2016/09/08 00:00:00,P.glauca,2016-09-08_154096,-2788.94995117188,2,"48508"
"293","293",154096,2016/09/09 00:00:00,P.glauca,2016-09-09_154096,-3618.88989257812,2,"96902"
"294","294",154096,2016/09/10 00:00:00,P.glauca,2016-09-10_154096,-4174.21020507812,2,"129532"
"295","295",154096,2016/09/11 00:00:00,P.glauca,2016-09-11_154096,-4028.99249267578,2,"116264"
"296","296",133016,2016/10/30 00:00:00,P.glauca,2016-10-30_133016,-4832.94357348245,5,"425411"
"297","297",133016,2016/10/31 00:00:00,P.glauca,2016-10-31_133016,-4724.05806706746,5,"523771"
"298","298",133017,2016/10/17 00:00:00,P.glauca,2016-10-17_133017,-4736.10009765625,2,"283950"
"299","299",133017,2016/10/21 00:00:00,P.glauca,2016-10-21_133017,-4607.009765625,2,"180636"
"300","300",133017,2016/10/25 00:00:00,P.glauca,2016-10-25_133017,-4615.58740234375,2,"187216"
"301","301",133017,2016/10/30 00:00:00,P.glauca,2016-10-30_133017,-4748.60443793403,2,"351681"
"302","302",133017,2016/10/31 00:00:00,P.glauca,2016-10-31_133017,-4581.4723828125,2,"319064"
"303","303",133018,2016/10/03 00:00:00,P.glauca,2016-10-03_133018,-1450.41003417969,2,"539"
"304","304",133018,2016/10/05 00:00:00,P.glauca,2016-10-05_133018,-2353.3063703805,2,"45368"
"305","305",133018,2016/10/07 00:00:00,P.glauca,2016-10-07_133018,-3167.19995117188,1,"69386"
"306","306",133018,2016/10/08 00:00:00,P.glauca,2016-10-08_133018,-4114.76739501953,2,"137620"
"307","307",133018,2016/10/09 00:00:00,P.glauca,2016-10-09_133018,-4274.40002441406,2,"180055"
"308","308",133018,2016/10/10 00:00:00,P.glauca,2016-10-10_133018,-4508,2,"233647"
"309","309",133018,2016/10/11 00:00:00,P.glauca,2016-10-11_133018,-4615.1413269043,4,"257650"
"310","310",133018,2016/10/12 00:00:00,P.glauca,2016-10-12_133018,-4625.7971875,5,"231444"
"311","311",133018,2016/10/13 00:00:00,P.glauca,2016-10-13_133018,-4909.99971516927,5,"296846"
"312","312",133018,2016/10/15 00:00:00,P.glauca,2016-10-15_133018,-5035.69199371338,5,"603892"
"313","313",133018,2016/10/16 00:00:00,P.glauca,2016-10-16_133018,-4950.06209679806,5,"626775"
"314","314",133018,2016/10/18 00:00:00,P.glauca,2016-10-18_133018,-4945.21789550781,5,"479890"
"315","315",133018,2016/10/19 00:00:00,P.glauca,2016-10-19_133018,-5049.67947048611,5,"430247"
"316","316",133018,2016/10/20 00:00:00,P.glauca,2016-10-20_133018,-5021.0155859375,4,"388274"
"317","317",133018,2016/10/23 00:00:00,P.glauca,2016-10-23_133018,-4400.39404296875,5,"293221"
"318","318",133018,2016/10/24 00:00:00,P.glauca,2016-10-24_133018,-4675.06982421875,5,"286648"
"319","319",133018,2016/10/27 00:00:00,P.glauca,2016-10-27_133018,-5115.56982421875,4,"362609"
"320","320",133018,2016/10/28 00:00:00,P.glauca,2016-10-28_133018,-5447.580078125,4,"431386"
"321","321",133018,2016/10/29 00:00:00,P.glauca,2016-10-29_133018,-5518.63444010417,4,"498862"
"322","322",133018,2016/10/30 00:00:00,P.glauca,2016-10-30_133018,-5491.48670789931,4,"596167"
"323","323",133018,2016/10/31 00:00:00,P.glauca,2016-10-31_133018,-5715.80037144252,4,"656474"
"324","324",133021,2016/10/01 00:00:00,P.glauca,2016-10-01_133021,-3543.43499755859,3,"113424"
"325","325",133021,2016/10/03 00:00:00,P.glauca,2016-10-03_133021,-3506.4599609375,4,"114606"
"326","326",133021,2016/10/04 00:00:00,P.glauca,2016-10-04_133021,-3644.40002441406,3,"119806"
"327","327",133021,2016/10/05 00:00:00,P.glauca,2016-10-05_133021,-4154.00512695312,3,"163561"
"328","328",133021,2016/10/07 00:00:00,P.glauca,2016-10-07_133021,-4716.52001953125,2,"214109"
"329","329",133021,2016/10/11 00:00:00,P.glauca,2016-10-11_133021,-3530.03753662109,2,"200634"
"330","330",133021,2016/10/16 00:00:00,P.glauca,2016-10-16_133021,-2840.46997070312,4,"45132"
"331","331",133021,2016/10/17 00:00:00,P.glauca,2016-10-17_133021,-3374.14361328125,3,"79704"
"332","332",133021,2016/10/18 00:00:00,P.glauca,2016-10-18_133021,-3732.67993164062,2,"107049"
"333","333",133021,2016/10/22 00:00:00,P.glauca,2016-10-22_133021,-4761.10197753906,3,"209485"
"334","334",133021,2016/10/23 00:00:00,P.glauca,2016-10-23_133021,-4750.18994140625,3,"207590"
"335","335",133021,2016/10/24 00:00:00,P.glauca,2016-10-24_133021,-4822.33508300781,2,"223803"
"336","336",133021,2016/10/29 00:00:00,P.glauca,2016-10-29_133021,-4743.52978515625,2,"212743"
"337","337",133021,2016/10/30 00:00:00,P.glauca,2016-10-30_133021,-4837.81994628906,3,"234129"
"338","338",133021,2016/10/31 00:00:00,P.glauca,2016-10-31_133021,-4885.71723090278,2,"260232"
"339","339",141255,2016/10/08 00:00:00,P.glauca,2016-10-08_141255,-2496.3525390625,2,"22850"
"340","340",141255,2016/10/11 00:00:00,P.glauca,2016-10-11_141255,-2735.32006835938,2,"29501"
"341","341",141255,2016/10/15 00:00:00,P.glauca,2016-10-15_141255,-3180.18994140625,4,"78711"
"342","342",141255,2016/10/22 00:00:00,P.glauca,2016-10-22_141255,-4093.89990234375,4,"129726"
"343","343",141255,2016/10/23 00:00:00,P.glauca,2016-10-23_141255,-4411.3798828125,3,"179310"
"344","344",141255,2016/10/25 00:00:00,P.glauca,2016-10-25_141255,-4955.0234375,5,"390468"
"345","345",141255,2016/10/29 00:00:00,P.glauca,2016-10-29_141255,-4717.39013671875,5,"495914"
"346","346",141255,2016/10/30 00:00:00,P.glauca,2016-10-30_141255,-5052.43679470486,5,"524552"
"347","347",141255,2016/10/31 00:00:00,P.glauca,2016-10-31_141255,-5049.625,5,"582714"
"348","348",106754,2016/11/01 00:00:00,P.glauca,2016-11-01_106754,-2144.48999023438,2,"22860"
"349","349",106754,2016/11/02 00:00:00,P.glauca,2016-11-02_106754,-2415.80000813802,2,"57399"
"350","350",106754,2016/11/03 00:00:00,P.glauca,2016-11-03_106754,-2557.32719726562,2,"65381"
"351","351",106754,2016/11/05 00:00:00,P.glauca,2016-11-05_106754,-2137.0483601888,2,"26988"
"352","352",106754,2016/11/08 00:00:00,P.glauca,2016-11-08_106754,-1072.78002929688,2,"272"
"353","353",106754,2016/11/10 00:00:00,P.glauca,2016-11-10_106754,-1013.40997314453,2,"987"
"354","354",106754,2016/11/13 00:00:00,P.glauca,2016-11-13_106754,-1692.35998535156,2,"15655"
"355","355",106754,2016/11/14 00:00:00,P.glauca,2016-11-14_106754,-2195.05004882812,2,"26668"
"356","356",106754,2016/11/15 00:00:00,P.glauca,2016-11-15_106754,-2493.60498046875,2,"43886"
"357","357",106754,2016/11/18 00:00:00,P.glauca,2016-11-18_106754,-2413.14990234375,5,"31510"
"358","358",106754,2016/11/21 00:00:00,P.glauca,2016-11-21_106754,-1687.31415049235,2,"18762"
"359","359",106754,2016/11/22 00:00:00,P.glauca,2016-11-22_106754,-1400.43333604601,2,"7076"
"360","360",106754,2016/11/23 00:00:00,P.glauca,2016-11-23_106754,-1059.0625,2,"1580"
"361","361",106754,2016/11/25 00:00:00,P.glauca,2016-11-25_106754,-1277.65598983765,2,"8414"
"362","362",106754,2016/11/26 00:00:00,P.glauca,2016-11-26_106754,-1482.98248291016,2,"17458"
"363","363",106754,2016/11/27 00:00:00,P.glauca,2016-11-27_106754,-1842.43005371094,2,"32060"
"364","364",106754,2016/11/28 00:00:00,P.glauca,2016-11-28_106754,-1714.50250244141,1,"15326"
"365","365",106754,2016/11/29 00:00:00,P.glauca,2016-11-29_106754,-1385.21332804362,5,"5512"
"366","366",106754,2016/11/30 00:00:00,P.glauca,2016-11-30_106754,-2568.169921875,2,"55952"
"367","367",133016,2016/11/02 00:00:00,P.glauca,2016-11-02_133016,-4899.24583217076,1,"619530"
"368","368",133016,2016/11/05 00:00:00,P.glauca,2016-11-05_133016,-5245.07452876984,1,"590012"
"369","369",133017,2016/11/01 00:00:00,P.glauca,2016-11-01_133017,-4690.25251464844,2,"273181"
"370","370",133017,2016/11/02 00:00:00,P.glauca,2016-11-02_133017,-4812.54955078125,2,"249951"
"371","371",133017,2016/11/03 00:00:00,P.glauca,2016-11-03_133017,-4836.72998046875,2,"218036"
"372","372",133017,2016/11/24 00:00:00,P.glauca,2016-11-24_133017,-4426.5498046875,3,"299226"
"373","373",133017,2016/11/25 00:00:00,P.glauca,2016-11-25_133017,-4692.97021484375,2,"329238"
"374","374",133017,2016/11/28 00:00:00,P.glauca,2016-11-28_133017,-4969.2099609375,2,"334884"
"375","375",133017,2016/11/29 00:00:00,P.glauca,2016-11-29_133017,-5098.8701171875,2,"351963"
"376","376",133018,2016/11/01 00:00:00,P.glauca,2016-11-01_133018,-5831.76358032227,5,"697221"
"377","377",133018,2016/11/03 00:00:00,P.glauca,2016-11-03_133018,-6170.35986328125,5,"816789"
"378","378",133018,2016/11/04 00:00:00,P.glauca,2016-11-04_133018,-6088.12496948242,4,"890126"
"379","379",133018,2016/11/05 00:00:00,P.glauca,2016-11-05_133018,-5422.56005859375,4,"960051"
"380","380",133018,2016/11/06 00:00:00,P.glauca,2016-11-06_133018,-5899.2236328125,4,"1026639"
"381","381",133018,2016/11/07 00:00:00,P.glauca,2016-11-07_133018,-5848.63989257812,4,"998053"
"382","382",133018,2016/11/08 00:00:00,P.glauca,2016-11-08_133018,-5847.7900390625,4,"912726"
"383","383",133018,2016/11/09 00:00:00,P.glauca,2016-11-09_133018,-5909.65502929688,4,"832323"
"384","384",133018,2016/11/11 00:00:00,P.glauca,2016-11-11_133018,-5738.84558105469,4,"683940"
"385","385",133018,2016/11/12 00:00:00,P.glauca,2016-11-12_133018,-5498.76669921875,4,"615481"
"386","386",133018,2016/11/13 00:00:00,P.glauca,2016-11-13_133018,-5293.06005859375,4,"554007"
"387","387",133018,2016/11/14 00:00:00,P.glauca,2016-11-14_133018,-5348.52490234375,4,"493100"
"388","388",133018,2016/11/16 00:00:00,P.glauca,2016-11-16_133018,-5143.40588378906,4,"375102"
"389","389",133018,2016/11/17 00:00:00,P.glauca,2016-11-17_133018,-5634.13244628906,4,"341348"
"390","390",133018,2016/11/18 00:00:00,P.glauca,2016-11-18_133018,-5596.06005859375,4,"315894"
"391","391",133018,2016/11/21 00:00:00,P.glauca,2016-11-21_133018,-4976.88488769531,4,"227401"
"392","392",133018,2016/11/24 00:00:00,P.glauca,2016-11-24_133018,-4383.89524042039,4,"229978"
"393","393",133018,2016/11/29 00:00:00,P.glauca,2016-11-29_133018,-3617.49354815483,4,"172124"
"394","394",133021,2016/11/02 00:00:00,P.glauca,2016-11-02_133021,-5002.72330729167,2,"367257"
"395","395",133021,2016/11/04 00:00:00,P.glauca,2016-11-04_133021,-5020.82983398438,4,"457196"
