fid,cat,ptt,Date,species,kode,bathy,cluster,distance
"594","594",163097,2017/01/29 00:00:00,P.glauca,2017-01-29_163097,-2986.86048789695,1,"109169"
"595","595",163097,2017/01/31 00:00:00,P.glauca,2017-01-31_163097,-3661.80861085834,5,"194445"
"596","596",106754,2017/02/01 00:00:00,P.glauca,2017-02-01_106754,-4557.60660807292,4,"1108627"
"597","597",106754,2017/02/04 00:00:00,P.glauca,2017-02-04_106754,-4586.8798828125,4,"1179388"
"598","598",106754,2017/02/05 00:00:00,P.glauca,2017-02-05_106754,-4119.31005859375,4,"1198305"
"599","599",106754,2017/02/06 00:00:00,P.glauca,2017-02-06_106754,-4391.73999023438,4,"1230202"
"600","600",106754,2017/02/08 00:00:00,P.glauca,2017-02-08_106754,-3608.32006835938,4,"1275857"
"601","601",106754,2017/02/09 00:00:00,P.glauca,2017-02-09_106754,-4173.509765625,4,"1290805"
"602","602",106754,2017/02/11 00:00:00,P.glauca,2017-02-11_106754,-3878.41966959635,4,"1336461"
"603","603",106754,2017/02/13 00:00:00,P.glauca,2017-02-13_106754,-3608.883984375,4,"1358251"
"604","604",106754,2017/02/14 00:00:00,P.glauca,2017-02-14_106754,-3280.98619442894,4,"1388370"
"605","605",106754,2017/02/15 00:00:00,P.glauca,2017-02-15_106754,-3283.44568684896,4,"1426814"
"606","606",106754,2017/02/16 00:00:00,P.glauca,2017-02-16_106754,-3175.28503417969,4,"1463483"
"607","607",106754,2017/02/17 00:00:00,P.glauca,2017-02-17_106754,-3621.044921875,4,"1504622"
"608","608",106754,2017/02/19 00:00:00,P.glauca,2017-02-19_106754,-3603.70170200893,4,"1589283"
"609","609",106754,2017/02/21 00:00:00,P.glauca,2017-02-21_106754,-3858.80249023438,4,"1660271"
"610","610",106754,2017/02/22 00:00:00,P.glauca,2017-02-22_106754,-3533.96830240885,3,"1697604"
"611","611",106754,2017/02/23 00:00:00,P.glauca,2017-02-23_106754,-3827.46049804687,2,"1716811"
"612","612",106754,2017/02/27 00:00:00,P.glauca,2017-02-27_106754,-4341.40759277344,4,"1786783"
"613","613",106754,2017/02/28 00:00:00,P.glauca,2017-02-28_106754,-4673.27514648438,4,"1753331"
"614","614",133016,2017/02/15 00:00:00,P.glauca,2017-02-15_133016,-4807.06316929169,4,"291389"
"615","615",133016,2017/02/16 00:00:00,P.glauca,2017-02-16_133016,-4784.09689630247,4,"304044"
"616","616",133017,2017/02/03 00:00:00,P.glauca,2017-02-03_133017,-4741.84580556163,2,"218042"
"617","617",133017,2017/02/05 00:00:00,P.glauca,2017-02-05_133017,-4602.02978515625,2,"191746"
"618","618",133017,2017/02/06 00:00:00,P.glauca,2017-02-06_133017,-4694.10348573023,4,"216994"
"619","619",133017,2017/02/07 00:00:00,P.glauca,2017-02-07_133017,-4720.41741415895,4,"218528"
"620","620",133017,2017/02/08 00:00:00,P.glauca,2017-02-08_133017,-4658.03067016602,2,"203896"
"621","621",133017,2017/02/11 00:00:00,P.glauca,2017-02-11_133017,-4791.52498372396,2,"260575"
"622","622",133017,2017/02/12 00:00:00,P.glauca,2017-02-12_133017,-4875.05834960938,2,"272866"
"623","623",133017,2017/02/13 00:00:00,P.glauca,2017-02-13_133017,-4881.97998046875,3,"254413"
"624","624",141255,2017/02/05 00:00:00,P.glauca,2017-02-05_141255,-3833.26000976562,1,"116921"
"625","625",141255,2017/02/08 00:00:00,P.glauca,2017-02-08_141255,-3111.89990234375,1,"48187"
"626","626",141255,2017/02/10 00:00:00,P.glauca,2017-02-10_141255,-3434.13989257812,1,"87098"
"627","627",141255,2017/02/11 00:00:00,P.glauca,2017-02-11_141255,-3568.7099609375,1,"97359"
"628","628",141255,2017/02/16 00:00:00,P.glauca,2017-02-16_141255,-3096.92276343295,1,"69773"
"629","629",141255,2017/02/19 00:00:00,P.glauca,2017-02-19_141255,-2848.36703503831,1,"73183"
"630","630",141255,2017/02/21 00:00:00,P.glauca,2017-02-21_141255,-3107.56097992099,1,"79430"
"631","631",141258,2017/02/03 00:00:00,P.glauca,2017-02-03_141258,-3328.79801025391,5,"132758"
"632","632",141258,2017/02/05 00:00:00,P.glauca,2017-02-05_141258,-3257.71997070312,2,"103281"
"633","633",141258,2017/02/06 00:00:00,P.glauca,2017-02-06_141258,-3043.09002685547,1,"99632"
"634","634",141258,2017/02/07 00:00:00,P.glauca,2017-02-07_141258,-2795.54401855469,5,"94109"
"635","635",141258,2017/02/10 00:00:00,P.glauca,2017-02-10_141258,-3665.75250244141,5,"136834"
"636","636",141258,2017/02/12 00:00:00,P.glauca,2017-02-12_141258,-3564.1533203125,2,"168762"
"637","637",141258,2017/02/14 00:00:00,P.glauca,2017-02-14_141258,-3169.64990234375,2,"132853"
"638","638",163097,2017/02/01 00:00:00,P.glauca,2017-02-01_163097,-3679.15420735677,1,"207293"
"639","639",163097,2017/02/05 00:00:00,P.glauca,2017-02-05_163097,-3856.95253089806,5,"219824"
"640","640",163097,2017/02/06 00:00:00,P.glauca,2017-02-06_163097,-3732.14665332031,5,"193110"
"641","641",163097,2017/02/07 00:00:00,P.glauca,2017-02-07_163097,-3739.311058155,1,"188977"
"642","642",163097,2017/02/11 00:00:00,P.glauca,2017-02-11_163097,-3944.1208077567,5,"189588"
"643","643",163097,2017/02/12 00:00:00,P.glauca,2017-02-12_163097,-3780.05422883875,1,"166377"
"644","644",163097,2017/02/13 00:00:00,P.glauca,2017-02-13_163097,-3559.95110999213,3,"147024"
"645","645",163097,2017/02/14 00:00:00,P.glauca,2017-02-14_163097,-3505.07226388114,1,"142405"
"646","646",163097,2017/02/16 00:00:00,P.glauca,2017-02-16_163097,-3230.66486968994,1,"100761"
"647","647",163097,2017/02/18 00:00:00,P.glauca,2017-02-18_163097,-3504.67327237216,5,"134771"
"648","648",163097,2017/02/20 00:00:00,P.glauca,2017-02-20_163097,-3470.72203967525,3,"139400"
"649","649",163097,2017/02/21 00:00:00,P.glauca,2017-02-21_163097,-3663.50928606306,3,"166952"
"650","650",106754,2017/03/01 00:00:00,P.glauca,2017-03-01_106754,-4398.31994628906,4,"1707274"
"651","651",106754,2017/03/02 00:00:00,P.glauca,2017-03-02_106754,-4289.0498046875,4,"1671930"
"652","652",106754,2017/03/03 00:00:00,P.glauca,2017-03-03_106754,-4149.64013671875,4,"1658129"
"653","653",106754,2017/03/04 00:00:00,P.glauca,2017-03-04_106754,-3509.58508300781,4,"1663733"
"654","654",106754,2017/03/05 00:00:00,P.glauca,2017-03-05_106754,-3659.82995605469,4,"1672785"
"655","655",106754,2017/03/06 00:00:00,P.glauca,2017-03-06_106754,-4145.78991699219,4,"1684171"
"656","656",106754,2017/03/08 00:00:00,P.glauca,2017-03-08_106754,-2684.09000651042,4,"1664577"
"657","657",106754,2017/03/10 00:00:00,P.glauca,2017-03-10_106754,-3118.08996582031,4,"1565485"
"658","658",106754,2017/03/11 00:00:00,P.glauca,2017-03-11_106754,-2996.08746337891,4,"1530161"
"659","659",106754,2017/03/12 00:00:00,P.glauca,2017-03-12_106754,-3380.94030273438,4,"1514094"
"660","660",106754,2017/03/14 00:00:00,P.glauca,2017-03-14_106754,-3451.78053804838,4,"1528752"
"661","661",106754,2017/03/15 00:00:00,P.glauca,2017-03-15_106754,-3437.2072038548,4,"1553809"
"662","662",106754,2017/03/17 00:00:00,P.glauca,2017-03-17_106754,-3403.71816847646,4,"1625332"
"663","663",106754,2017/03/19 00:00:00,P.glauca,2017-03-19_106754,-3380.15557037838,4,"1706665"
"664","664",106754,2017/03/21 00:00:00,P.glauca,2017-03-21_106754,-3517.57913270289,4,"1775199"
"665","665",106754,2017/03/22 00:00:00,P.glauca,2017-03-22_106754,-3688.14070056734,4,"1797346"
"666","666",106754,2017/03/24 00:00:00,P.glauca,2017-03-24_106754,-3549.95495605469,4,"1798973"
"667","667",106754,2017/03/27 00:00:00,P.glauca,2017-03-27_106754,-3547.21496582031,4,"1665981"
"668","668",106754,2017/03/28 00:00:00,P.glauca,2017-03-28_106754,-3093.82006835938,4,"1621282"
"669","669",106754,2017/03/29 00:00:00,P.glauca,2017-03-29_106754,-3307.0625,4,"1588710"
"670","670",106754,2017/03/31 00:00:00,P.glauca,2017-03-31_106754,-3413.0600382487,4,"1599202"
"671","671",106754,2017/04/01 00:00:00,P.glauca,2017-04-01_106754,-3933.23168945312,4,"1624112"
"672","672",106754,2017/04/02 00:00:00,P.glauca,2017-04-02_106754,-3474.14664713542,4,"1652952"
"673","673",106754,2017/04/03 00:00:00,P.glauca,2017-04-03_106754,-3009.71002197266,4,"1687022"
"674","674",106754,2017/04/06 00:00:00,P.glauca,2017-04-06_106754,-3702.50756835938,3,"1649370"
"675","675",106754,2017/04/07 00:00:00,P.glauca,2017-04-07_106754,-3547.61778428819,3,"1630576"
"676","676",163096,2017/11/10 00:00:00,I.oxyrinchus,2017-11-10_163096,-1356.74119995117,1,"8280"
"677","677",163096,2017/11/11 00:00:00,I.oxyrinchus,2017-11-11_163096,-2480.51000976562,1,"57052"
"678","678",163096,2017/11/12 00:00:00,I.oxyrinchus,2017-11-12_163096,-2594.61010742188,1,"68854"
"679","679",163096,2017/11/13 00:00:00,I.oxyrinchus,2017-11-13_163096,-2723.18994140625,3,"95801"
"680","680",163096,2017/11/15 00:00:00,I.oxyrinchus,2017-11-15_163096,-2977.75,3,"118768"
"681","681",163096,2017/11/16 00:00:00,I.oxyrinchus,2017-11-16_163096,-2877.93994140625,3,"114207"
"682","682",163096,2017/11/17 00:00:00,I.oxyrinchus,2017-11-17_163096,-2842.44995117188,1,"119215"
"683","683",163096,2017/11/18 00:00:00,I.oxyrinchus,2017-11-18_163096,-2901.11010742188,1,"122573"
"684","684",163096,2017/11/20 00:00:00,I.oxyrinchus,2017-11-20_163096,-3093.82006835938,1,"132463"
"685","685",163096,2017/11/21 00:00:00,I.oxyrinchus,2017-11-21_163096,-3559.97497558594,1,"196408"
"686","686",163096,2017/11/22 00:00:00,I.oxyrinchus,2017-11-22_163096,-4269.93762207031,4,"306875"
"687","687",163096,2017/11/23 00:00:00,I.oxyrinchus,2017-11-23_163096,-4267.10986328125,1,"342865"
"688","688",163096,2017/11/24 00:00:00,I.oxyrinchus,2017-11-24_163096,-3888.74749755859,1,"236719"
"689","689",163096,2017/11/26 00:00:00,I.oxyrinchus,2017-11-26_163096,-4265.240234375,1,"211977"
"690","690",163096,2017/11/27 00:00:00,I.oxyrinchus,2017-11-27_163096,-4603.5,1,"257378"
"691","691",163096,2017/11/28 00:00:00,I.oxyrinchus,2017-11-28_163096,-4738.23434448242,1,"299407"
"692","692",163096,2017/11/29 00:00:00,I.oxyrinchus,2017-11-29_163096,-5010.68668619792,1,"365459"
"693","693",163098,2017/11/07 00:00:00,I.oxyrinchus,2017-11-07_163098,-3000.82889071378,1,"80021"
"694","694",163098,2017/11/08 00:00:00,I.oxyrinchus,2017-11-08_163098,-3488.85776435004,1,"140582"
"695","695",163098,2017/11/09 00:00:00,I.oxyrinchus,2017-11-09_163098,-4417.26686859131,4,"251180"
"696","696",163098,2017/11/10 00:00:00,I.oxyrinchus,2017-11-10_163098,-4851.59563050881,4,"352249"
"697","697",163098,2017/11/11 00:00:00,I.oxyrinchus,2017-11-11_163098,-4940.24501702724,4,"414279"
"698","698",163098,2017/11/12 00:00:00,I.oxyrinchus,2017-11-12_163098,-4951.54153781467,4,"443855"
"699","699",163098,2017/11/13 00:00:00,I.oxyrinchus,2017-11-13_163098,-4961.2284161603,4,"491989"
"700","700",163098,2017/11/14 00:00:00,I.oxyrinchus,2017-11-14_163098,-4945.01503807607,4,"537356"
"701","701",163098,2017/11/15 00:00:00,I.oxyrinchus,2017-11-15_163098,-4947.76960961613,4,"553541"
"702","702",163098,2017/11/16 00:00:00,I.oxyrinchus,2017-11-16_163098,-4981.39150168679,3,"509875"
"703","703",163098,2017/11/17 00:00:00,I.oxyrinchus,2017-11-17_163098,-4970.18277452257,4,"483864"
"704","704",163098,2017/11/18 00:00:00,I.oxyrinchus,2017-11-18_163098,-4931.36502511161,4,"434290"
"705","705",163098,2017/11/19 00:00:00,I.oxyrinchus,2017-11-19_163098,-4915.84288305166,3,"399881"
"706","706",163098,2017/11/21 00:00:00,I.oxyrinchus,2017-11-21_163098,-5018.2716015625,3,"295967"
"707","707",163098,2017/11/22 00:00:00,I.oxyrinchus,2017-11-22_163098,-5032.63474609375,5,"293591"
"708","708",163098,2017/11/23 00:00:00,I.oxyrinchus,2017-11-23_163098,-5032.63474609375,5,"293591"
"709","709",163098,2017/11/24 00:00:00,I.oxyrinchus,2017-11-24_163098,-5041.11888908617,5,"258126"
"710","710",163098,2017/11/25 00:00:00,I.oxyrinchus,2017-11-25_163098,-5014.91701543899,5,"225774"
"711","711",163098,2017/11/26 00:00:00,I.oxyrinchus,2017-11-26_163098,-4980.56589471726,5,"192146"
"712","712",163098,2017/11/27 00:00:00,I.oxyrinchus,2017-11-27_163098,-4881.7196270978,5,"144667"
"713","713",163098,2017/11/28 00:00:00,I.oxyrinchus,2017-11-28_163098,-4795.34176698023,4,"102259"
"714","714",163098,2017/11/29 00:00:00,I.oxyrinchus,2017-11-29_163098,-4841.55728515625,4,"79424"
"715","715",163098,2017/11/30 00:00:00,I.oxyrinchus,2017-11-30_163098,-4865.62962123326,3,"89551"
"716","716",163096,2017/12/01 00:00:00,I.oxyrinchus,2017-12-01_163096,-4422.11999511719,1,"309407"
"717","717",163096,2017/12/02 00:00:00,I.oxyrinchus,2017-12-02_163096,-4871.41259765625,1,"245043"
"718","718",163096,2017/12/03 00:00:00,I.oxyrinchus,2017-12-03_163096,-4355.91552734375,1,"168413"
"719","719",163096,2017/12/04 00:00:00,I.oxyrinchus,2017-12-04_163096,-4267.955078125,1,"150238"
"720","720",163096,2017/12/05 00:00:00,I.oxyrinchus,2017-12-05_163096,-3562.11999511719,1,"85500"
"721","721",163096,2017/12/06 00:00:00,I.oxyrinchus,2017-12-06_163096,-3728.60888671875,2,"93002"
"722","722",163096,2017/12/07 00:00:00,I.oxyrinchus,2017-12-07_163096,-3770.4921875,1,"98966"
"723","723",163096,2017/12/08 00:00:00,I.oxyrinchus,2017-12-08_163096,-3959.63413492839,2,"122508"
"724","724",163096,2017/12/10 00:00:00,I.oxyrinchus,2017-12-10_163096,-4571.65426753384,2,"205174"
"725","725",163096,2017/12/12 00:00:00,I.oxyrinchus,2017-12-12_163096,-4090.39001464844,2,"126902"
"726","726",163096,2017/12/13 00:00:00,I.oxyrinchus,2017-12-13_163096,-3973.33222113715,2,"109960"
"727","727",163096,2017/12/14 00:00:00,I.oxyrinchus,2017-12-14_163096,-4451.37724833586,2,"162774"
"728","728",163096,2017/12/15 00:00:00,I.oxyrinchus,2017-12-15_163096,-4902.52416992188,1,"261739"
"729","729",163096,2017/12/17 00:00:00,I.oxyrinchus,2017-12-17_163096,-5055.8294406467,4,"485735"
"730","730",163096,2017/12/18 00:00:00,I.oxyrinchus,2017-12-18_163096,-5021.05260742188,4,"551799"
"731","731",163096,2017/12/20 00:00:00,I.oxyrinchus,2017-12-20_163096,-4999.76496438419,4,"622821"
"732","732",163096,2017/12/22 00:00:00,I.oxyrinchus,2017-12-22_163096,-4928.85260463746,4,"473968"
"733","733",163096,2017/12/24 00:00:00,I.oxyrinchus,2017-12-24_163096,-4767.87762790256,4,"323718"
"734","734",163096,2017/12/25 00:00:00,I.oxyrinchus,2017-12-25_163096,-4149.05586751302,4,"300319"
"735","735",163096,2017/12/26 00:00:00,I.oxyrinchus,2017-12-26_163096,-4783.25484375,4,"230690"
"736","736",163096,2017/12/27 00:00:00,I.oxyrinchus,2017-12-27_163096,-4618.75186157227,4,"129515"
"737","737",163096,2017/12/29 00:00:00,I.oxyrinchus,2017-12-29_163096,-4349.41249593099,4,"62438"
"738","738",163096,2017/12/30 00:00:00,I.oxyrinchus,2017-12-30_163096,-4429.39234241541,4,"111003"
"739","739",163096,2017/12/31 00:00:00,I.oxyrinchus,2017-12-31_163096,-4708.58222130409,2,"179870"
"740","740",163098,2017/12/01 00:00:00,I.oxyrinchus,2017-12-01_163098,-4935.55040825738,3,"142860"
"741","741",163098,2017/12/02 00:00:00,I.oxyrinchus,2017-12-02_163098,-5080.70000348772,3,"220359"
"742","742",163098,2017/12/03 00:00:00,I.oxyrinchus,2017-12-03_163098,-5168.68257533482,3,"256769"
"743","743",163098,2017/12/04 00:00:00,I.oxyrinchus,2017-12-04_163098,-5228.45542689732,3,"304737"
"744","744",163098,2017/12/06 00:00:00,I.oxyrinchus,2017-12-06_163098,-5271.81681702629,3,"351155"
"745","745",163098,2017/12/08 00:00:00,I.oxyrinchus,2017-12-08_163098,-5372.15801478795,4,"421794"
"746","746",163098,2017/12/09 00:00:00,I.oxyrinchus,2017-12-09_163098,-5416.34486219618,5,"466834"
"747","747",163098,2017/12/11 00:00:00,I.oxyrinchus,2017-12-11_163098,-5382.17396104601,5,"480323"
"748","748",163098,2017/12/12 00:00:00,I.oxyrinchus,2017-12-12_163098,-5365.66643759645,4,"487159"
"749","749",163098,2017/12/13 00:00:00,I.oxyrinchus,2017-12-13_163098,-5240.15521632858,2,"467460"
"750","750",163098,2017/12/14 00:00:00,I.oxyrinchus,2017-12-14_163098,-5012.96916375411,4,"459427"
"751","751",163098,2017/12/15 00:00:00,I.oxyrinchus,2017-12-15_163098,-4805.71356241064,5,"439042"
"752","752",163098,2017/12/16 00:00:00,I.oxyrinchus,2017-12-16_163098,-4560.98792182075,5,"417719"
"753","753",163098,2017/12/17 00:00:00,I.oxyrinchus,2017-12-17_163098,-4493.27621331736,4,"405247"
"754","754",163098,2017/12/18 00:00:00,I.oxyrinchus,2017-12-18_163098,-4426.04481090199,5,"369756"
"755","755",163098,2017/12/19 00:00:00,I.oxyrinchus,2017-12-19_163098,-4330.95201868444,4,"353598"
"756","756",163098,2017/12/20 00:00:00,I.oxyrinchus,2017-12-20_163098,-4207.87537125517,2,"287087"
"757","757",163098,2017/12/21 00:00:00,I.oxyrinchus,2017-12-21_163098,-4458.81344010711,5,"253520"
"758","758",163098,2017/12/22 00:00:00,I.oxyrinchus,2017-12-22_163098,-4734.95281871449,2,"269587"
"759","759",163098,2017/12/23 00:00:00,I.oxyrinchus,2017-12-23_163098,-4367.82609419389,4,"177571"
"760","760",163096,2018/01/04 00:00:00,I.oxyrinchus,2018-01-04_163096,-5149.79106987847,4,"464145"
"761","761",163096,2018/01/05 00:00:00,I.oxyrinchus,2018-01-05_163096,-5241.66505714699,4,"515705"
"762","762",163096,2018/01/07 00:00:00,I.oxyrinchus,2018-01-07_163096,-5109.48790466707,4,"689611"
"763","763",163096,2018/01/08 00:00:00,I.oxyrinchus,2018-01-08_163096,-5179.12275149498,4,"763391"
"764","764",163096,2018/01/09 00:00:00,I.oxyrinchus,2018-01-09_163096,-5286.73392159598,4,"783817"
"765","765",163096,2018/01/11 00:00:00,I.oxyrinchus,2018-01-11_163096,-5349.95050274884,4,"705561"
"766","766",163096,2018/01/12 00:00:00,I.oxyrinchus,2018-01-12_163096,-5320.2900390625,4,"735916"
"767","767",163096,2018/01/13 00:00:00,I.oxyrinchus,2018-01-13_163096,-5343.13998413086,4,"669955"
"768","768",163096,2018/01/14 00:00:00,I.oxyrinchus,2018-01-14_163096,-5290.91003417969,4,"623966"
"769","769",163096,2018/01/15 00:00:00,I.oxyrinchus,2018-01-15_163096,-5237.41947741386,4,"519267"
"770","770",163096,2018/01/16 00:00:00,I.oxyrinchus,2018-01-16_163096,-5257.93973253038,4,"459887"
"771","771",163096,2018/01/17 00:00:00,I.oxyrinchus,2018-01-17_163096,-5282.65031620976,4,"435272"
"772","772",163096,2018/01/18 00:00:00,I.oxyrinchus,2018-01-18_163096,-5311.27793537734,4,"426876"
"773","773",163096,2018/01/19 00:00:00,I.oxyrinchus,2018-01-19_163096,-5359.56133377454,4,"418042"
"774","774",163096,2018/01/20 00:00:00,I.oxyrinchus,2018-01-20_163096,-5346.3391796875,4,"397712"
"775","775",163096,2018/01/21 00:00:00,I.oxyrinchus,2018-01-21_163096,-5311.37311662946,4,"380858"
"776","776",163096,2018/01/22 00:00:00,I.oxyrinchus,2018-01-22_163096,-5277.84181175547,4,"378306"
"777","777",163096,2018/01/23 00:00:00,I.oxyrinchus,2018-01-23_163096,-5094.11102488484,4,"379309"
"778","778",163096,2018/01/24 00:00:00,I.oxyrinchus,2018-01-24_163096,-4915.89429506823,4,"384316"
"779","779",163096,2018/01/28 00:00:00,I.oxyrinchus,2018-01-28_163096,-4650.74724928428,4,"419287"
"780","780",163096,2018/01/29 00:00:00,I.oxyrinchus,2018-01-29_163096,-4755.22713256967,4,"438150"
"781","781",163096,2018/01/31 00:00:00,I.oxyrinchus,2018-01-31_163096,-4984.92744442916,4,"522385"
"782","782",206771,2021/10/17 00:00:00,I.oxyrinchus,2021-10-17_206771,-4761.5577078683,1,"304700"
"783","783",206771,2021/10/23 00:00:00,I.oxyrinchus,2021-10-23_206771,-5017.1751999628,4,"373096"
"784","784",206771,2021/10/26 00:00:00,I.oxyrinchus,2021-10-26_206771,-4979.76684957837,4,"320633"
"785","785",206771,2021/11/07 00:00:00,I.oxyrinchus,2021-11-07_206771,-4810.57281784784,2,"329422"
"786","786",206771,2021/11/10 00:00:00,I.oxyrinchus,2021-11-10_206771,-4827.4668535095,4,"312762"
